       290149377 function calls (285317559 primitive calls) in 474.401 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 _header_value_parser.py:500(DotAtomText)
        1    0.000    0.000    0.000    0.000 _header_value_parser.py:506(AddrSpec)
        1    0.000    0.000    0.000    0.000 _header_value_parser.py:539(ObsLocalPart)
        1    0.000    0.000    0.000    0.000 _header_value_parser.py:545(DisplayName)
        1    0.000    0.000    0.000    0.000 _header_value_parser.py:585(LocalPart)
        1    0.000    0.000    0.000    0.000 _header_value_parser.py:621(DomainLiteral)
        1    0.000    0.000    0.000    0.000 _header_value_parser.py:637(MIMEVersion)
        1    0.000    0.000    0.000    0.000 _header_value_parser.py:644(Parameter)
        1    0.000    0.000    0.000    0.000 _header_value_parser.py:672(InvalidParameter)
        1    0.000    0.000    0.000    0.000 _header_value_parser.py:677(Attribute)
        1    0.000    0.000    0.002    0.002 _header_value_parser.py:68(<module>)
        1    0.000    0.000    0.000    0.000 _header_value_parser.py:687(Section)
        1    0.000    0.000    0.000    0.000 _header_value_parser.py:693(Value)
        1    0.000    0.000    0.000    0.000 _header_value_parser.py:708(MimeParameters)
        1    0.000    0.000    0.000    0.000 _header_value_parser.py:794(ParameterizedHeaderValue)
        1    0.000    0.000    0.000    0.000 _header_value_parser.py:808(ContentType)
        1    0.000    0.000    0.000    0.000 _header_value_parser.py:816(ContentDisposition)
        1    0.000    0.000    0.000    0.000 _header_value_parser.py:823(ContentTransferEncoding)
        1    0.000    0.000    0.000    0.000 _header_value_parser.py:830(HeaderLabel)
        1    0.000    0.000    0.000    0.000 _header_value_parser.py:836(Header)
        1    0.000    0.000    0.000    0.000 _header_value_parser.py:845(Terminal)
        3    0.000    0.000    0.000    0.000 _header_value_parser.py:851(__new__)
        1    0.000    0.000    0.000    0.000 _header_value_parser.py:888(WhiteSpaceTerminal)
        1    0.000    0.000    0.000    0.000 _header_value_parser.py:898(ValueTerminal)
        1    0.000    0.000    0.000    0.000 _header_value_parser.py:908(EWWhiteSpaceTerminal)
  1754127    3.447    0.000   30.636    0.000 _htmlparser.py:107(handle_endtag)
  2596061    1.949    0.000    3.767    0.000 _htmlparser.py:118(handle_data)
     1976    0.007    0.000    0.017    0.000 _htmlparser.py:121(handle_charref)
    71611    0.088    0.000    0.219    0.000 _htmlparser.py:139(handle_entityref)
    39508    0.087    0.000    1.373    0.000 _htmlparser.py:147(handle_comment)
     1138    0.006    0.000    0.112    0.000 _htmlparser.py:152(handle_decl)
        1    0.000    0.000    0.000    0.000 _htmlparser.py:172(handle_pi)
     1144    0.002    0.000    0.002    0.000 _htmlparser.py:185(__init__)
     2288    0.011    0.000   19.788    0.009 _htmlparser.py:192(prepare_markup)
     1144    0.008    0.000  212.875    0.186 _htmlparser.py:210(feed)
     1144    0.004    0.000    0.013    0.000 _htmlparser.py:56(__init__)
    85401    0.157    0.000    4.894    0.000 _htmlparser.py:68(handle_startendtag)
  1755445    7.374    0.000   79.850    0.000 _htmlparser.py:79(handle_starttag)
     3047    0.017    0.000    0.481    0.000 _idna.py:10(_idnaBytes)
        1    0.000    0.000    0.000    0.000 _ithreads.py:14(AlreadyQuit)
        1    0.000    0.000    0.000    0.000 _ithreads.py:21(IWorker)
        1    0.000    0.000    0.000    0.000 _ithreads.py:57(IExclusiveWorker)
        1    0.000    0.000    0.000    0.000 _ithreads.py:7(<module>)
        1    0.000    0.000    0.000    0.000 _legacy.py:28(__init__)
       42    0.000    0.000    0.001    0.000 _legacy.py:44(__call__)
    84/42    0.000    0.000    0.003    0.000 _legacy.py:97(publishToNewObserver)
       84    0.000    0.000    0.000    0.000 _levels.py:89(_priorityForLevel)
        1    0.000    0.000    0.000    0.000 _logger.py:24(_namespaceFromCallingContext)
        1    0.000    0.000    0.000    0.000 _logger.py:35(__init__)
      3/1    0.000    0.000    0.000    0.000 _make.py:526(repr_)
      6/2    0.000    0.000    0.000    0.000 _make.py:542(<genexpr>)
    39390    0.186    0.000    1.618    0.000 _markupbase.py:168(parse_comment)
     1144    0.002    0.000    0.002    0.000 _markupbase.py:36(reset)
  6976415    6.815    0.000   11.352    0.000 _markupbase.py:48(updatepos)
        1    0.000    0.000    0.000    0.000 _memory.py:18(MemoryWorker)
        1    0.000    0.000    0.001    0.001 _memory.py:7(<module>)
     1497    0.005    0.000    0.005    0.000 _newclient.py:1029(__init__)
        1    0.000    0.000    0.000    0.000 _newclient.py:105(RequestGenerationFailed)
     1497    0.008    0.000    0.016    0.000 _newclient.py:1056(_construct)
     1400    0.008    0.000    0.040    0.000 _newclient.py:1087(_deliverBody_INITIAL)
        1    0.000    0.000    0.000    0.000 _newclient.py:115(RequestTransmissionFailed)
     7523    0.009    0.000    0.059    0.000 _newclient.py:1168(_bodyDataReceived_CONNECTED)
       97    0.000    0.000    0.004    0.000 _newclient.py:1203(_bodyDataFinished_INITIAL)
     1400    0.016    0.000   23.106    0.017 _newclient.py:1214(_bodyDataFinished_CONNECTED)
        1    0.000    0.000    0.000    0.000 _newclient.py:1243(ChunkedEncoder)
        1    0.000    0.000    0.000    0.000 _newclient.py:125(ConnectionAborted)
        1    0.000    0.000    0.000    0.000 _newclient.py:1292(TransportProxyProducer)
     1794    0.001    0.000    0.001    0.000 _newclient.py:1310(__init__)
     1794    0.001    0.000    0.001    0.000 _newclient.py:1314(_stopProxying)
        1    0.000    0.000    0.000    0.000 _newclient.py:132(WrongBodyLength)
     1400    0.005    0.000    0.029    0.000 _newclient.py:1332(resumeProducing)
     1400    0.008    0.000    0.040    0.000 _newclient.py:1341(pauseProducing)
        1    0.000    0.000    0.000    0.000 _newclient.py:1351(HTTP11ClientProtocol)
        1    0.000    0.000    0.000    0.000 _newclient.py:141(ResponseDone)
      556    0.001    0.000    0.001    0.000 _newclient.py:1420(__init__)
     2763    0.002    0.000    0.002    0.000 _newclient.py:1425(state)
     1794    0.027    0.000    0.385    0.000 _newclient.py:1430(request)
     1794    0.004    0.000    0.010    0.000 _newclient.py:1475(cbRequestWritten)
        1    0.000    0.000    0.000    0.000 _newclient.py:150(ResponseFailed)
     1497    0.018    0.000   23.204    0.016 _newclient.py:1507(_finishResponse_WAITING)
     1880    0.014    0.000   26.987    0.014 _newclient.py:1553(_disconnectParser)
       15    0.000    0.000    0.159    0.011 _newclient.py:1576(_giveUp)
     7599    0.020    0.000   25.702    0.003 _newclient.py:1588(dataReceived)
      171    0.000    0.000    0.000    0.000 _newclient.py:1606(_connectionLost_QUIESCENT)
      297    0.001    0.000    0.001    0.000 _newclient.py:162(__init__)
      299    0.001    0.000    3.858    0.013 _newclient.py:1644(_connectionLost_WAITING)
       86    0.001    0.000    0.008    0.000 _newclient.py:1655(_connectionLost_ABORTING)
      155    0.000    0.000    0.006    0.000 _newclient.py:1667(abort)
        1    0.000    0.000    0.000    0.000 _newclient.py:168(ResponseNeverReceived)
        1    0.000    0.000    0.000    0.000 _newclient.py:175(RequestNotSent)
        1    0.000    0.000    0.000    0.000 _newclient.py:201(HTTPParser)
     1794    0.008    0.000    0.011    0.000 _newclient.py:245(connectionMade)
     1400    0.003    0.000    0.004    0.000 _newclient.py:252(switchToBodyMode)
    24809    0.071    0.000    2.137    0.000 _newclient.py:265(lineReceived)
        1    0.000    0.000    0.001    0.001 _newclient.py:27(<module>)
     7275    0.010    0.000   23.392    0.003 _newclient.py:295(rawDataReceived)
    21815    0.011    0.000    0.011    0.000 _newclient.py:302(isConnectionControlHeader)
    21815    0.034    0.000    0.261    0.000 _newclient.py:326(headerReceived)
        1    0.000    0.000    0.000    0.000 _newclient.py:347(HTTPClientParser)
     1794    0.004    0.000    0.005    0.000 _newclient.py:373(__init__)
     7599    0.012    0.000   25.681    0.003 _newclient.py:380(dataReceived)
     1497    0.004    0.000    0.006    0.000 _newclient.py:388(parseVersion)
     1497    0.012    0.000    0.036    0.000 _newclient.py:406(statusReceived)
     1497    0.006    0.000   23.217    0.016 _newclient.py:439(_finished)
    21815    0.017    0.000    0.028    0.000 _newclient.py:453(isConnectionControlHeader)
     1497    0.020    0.000    1.750    0.001 _newclient.py:463(allHeadersReceived)
      728    0.002    0.000    0.006    0.000 _newclient.py:523(<lambda>)
     1794    0.010    0.000   26.972    0.015 _newclient.py:548(connectionLost)
        1    0.000    0.000    0.000    0.000 _newclient.py:577(Request)
        1    0.000    0.000    0.000    0.000 _newclient.py:58(BadHeaders)
     1709    0.005    0.000    0.005    0.000 _newclient.py:593(__init__)
     1709    0.007    0.000    0.012    0.000 _newclient.py:623(_construct)
        1    0.000    0.000    0.000    0.000 _newclient.py:65(ExcessWrite)
     1794    0.049    0.000    0.269    0.000 _newclient.py:652(_writeHeaders)
    12220    0.011    0.000    0.011    0.000 _newclient.py:668(<listcomp>)
        1    0.000    0.000    0.000    0.000 _newclient.py:72(ParseError)
     1794    0.005    0.000    0.274    0.000 _newclient.py:828(writeTo)
        1    0.000    0.000    0.000    0.000 _newclient.py:84(BadResponseVersion)
        1    0.000    0.000    0.000    0.000 _newclient.py:869(LengthEnforcingConsumer)
        1    0.000    0.000    0.000    0.000 _newclient.py:91(_WrapperException)
        5    0.000    0.000    0.000    0.000 _newclient.py:943(makeStatefulDispatcher)
12473/11071    0.036    0.000   27.211    0.002 _newclient.py:959(dispatcher)
        1    0.000    0.000    0.000    0.000 _newclient.py:978(Response)
      297    0.001    0.000    0.001    0.000 _newclient.py:99(__init__)
     2190    0.009    0.000    0.064    0.000 _newtls.py:182(write)
      476    0.002    0.000    0.020    0.000 _newtls.py:194(writeSequence)
      630    0.001    0.000    0.006    0.000 _newtls.py:207(loseConnection)
    84/42    0.000    0.000    0.002    0.000 _observer.py:108(__call__)
        1    0.000    0.000    0.000    0.000 _observer.py:84(addObserver)
        5    0.000    0.000    0.000    0.000 _oldstyle.py:39(wrapped)
        5    0.000    0.000    0.000    0.000 _oldstyle.py:49(passthru)
       12    0.000    0.000    0.000    0.000 _policybase.py:104(<genexpr>)
        1    0.000    0.000    0.000    0.000 _policybase.py:41(__init__)
        4    0.000    0.000    0.000    0.000 _policybase.py:60(clone)
        7    0.000    0.000    0.000    0.000 _policybase.py:94(_append_doc)
        1    0.000    0.000    0.000    0.000 _policybase.py:99(_extend_docstrings)
        1    0.000    0.000    0.000    0.000 _pool.py:25(pool)
       10    0.000    0.000    0.011    0.001 _pool.py:54(startThread)
       20    0.000    0.000    0.011    0.001 _pool.py:57(limitedWorkerCreator)
        1    0.000    0.000    0.000    0.000 _pool.py:8(<module>)
        1    0.000    0.000    0.001    0.001 _posixstdio.py:12(<module>)
        1    0.000    0.000    0.000    0.000 _posixstdio.py:20(PipeAddress)
        1    0.000    0.000    0.000    0.000 _posixstdio.py:25(StandardIO)
      596    0.008    0.000    0.091    0.000 _resolver.py:100(resolveHostName)
      595    0.008    0.000    0.312    0.001 _resolver.py:130(deliverResults)
      596    0.001    0.000    0.001    0.000 _resolver.py:37(__init__)
        1    0.000    0.000    0.000    0.000 _signals.py:40(installHandler)
     1298    0.001    0.000    0.001    0.000 _sslverify.py:1080(_tolerateErrors)
     7082    0.010    0.000    0.273    0.000 _sslverify.py:1100(infoCallback)
     1298    0.017    0.000    0.261    0.000 _sslverify.py:1140(__init__)
      393    0.003    0.000    0.024    0.000 _sslverify.py:1159(clientConnectionForTLS)
     1298    0.106    0.000   23.388    0.018 _sslverify.py:1323(__init__)
   128502    0.033    0.000    0.033    0.000 _sslverify.py:1603(<genexpr>)
     1298    0.005    0.000    0.644    0.000 _sslverify.py:1644(getContext)
     1298    0.050    0.000    0.639    0.000 _sslverify.py:1653(_makeContext)
      382    0.000    0.000    0.000    0.000 _sslverify.py:1678(_verifyCallback)
     1298    0.010    0.000    0.053    0.000 _sslverify.py:1723(__init__)
     1298    0.006    0.000    0.010    0.000 _sslverify.py:1751(_getBinding)
     1298    0.006    0.000    0.070    0.000 _sslverify.py:1770(addECKeyToContext)
   151964    0.277    0.000    0.278    0.000 _sslverify.py:1793(__init__)
     1298    0.002    0.000    0.013    0.000 _sslverify.py:180(_sessionCounter)
     1299    0.024    0.000    1.382    0.001 _sslverify.py:1810(_expandCipherString)
     1299    0.227    0.000    0.506    0.000 _sslverify.py:1840(<listcomp>)
        1    0.000    0.000    0.000    0.000 _sslverify.py:1851(__init__)
     1298    0.004    0.000   21.735    0.017 _sslverify.py:1855(selectCiphers)
     1298    3.416    0.003   21.731    0.017 _sslverify.py:1856(<listcomp>)
        1    0.000    0.000    0.001    0.001 _sslverify.py:1861(fromOpenSSLCipherString)
       42    0.000    0.000    0.001    0.000 _stdlib.py:103(__call__)
       84    0.000    0.000    0.000    0.000 _stdlib.py:125(__init__)
        1    0.000    0.000    0.000    0.000 _stdlib.py:67(__init__)
       33    0.000    0.000    0.000    0.000 _team.py:104(statistics)
        1    0.000    0.000    0.000    0.000 _team.py:142(_quitIdlers)
      596    0.003    0.000    0.060    0.000 _team.py:159(do)
      596    0.001    0.000    0.050    0.000 _team.py:166(<lambda>)
      596    0.003    0.000    0.048    0.000 _team.py:169(_coordinateThisTask)
        1    0.000    0.000    0.000    0.000 _team.py:20(Statistics)
        1    0.000    0.000    0.000    0.000 _team.py:222(quit)
        1    0.000    0.000    0.000    0.000 _team.py:228(startFinishing)
       33    0.000    0.000    0.000    0.000 _team.py:36(__init__)
        1    0.000    0.000    0.000    0.000 _team.py:44(Team)
        1    0.000    0.000    0.000    0.000 _team.py:76(__init__)
        1    0.000    0.000    0.000    0.000 _team.py:8(<module>)
        1    0.000    0.000    0.000    0.000 _textattributes.py:130(_ColorAttr)
        1    0.000    0.000    0.000    0.000 _textattributes.py:153(_ForegroundColorAttr)
        1    0.000    0.000    0.000    0.000 _textattributes.py:162(_BackgroundColorAttr)
        1    0.000    0.000    0.000    0.000 _textattributes.py:171(_ColorAttribute)
        1    0.000    0.000    0.000    0.000 _textattributes.py:198(CharacterAttributesMixin)
        1    0.000    0.000    0.000    0.000 _textattributes.py:21(<module>)
        1    0.000    0.000    0.000    0.000 _textattributes.py:214(DefaultFormattingState)
        1    0.000    0.000    0.000    0.000 _textattributes.py:258(_FormattingStateMixin)
        1    0.000    0.000    0.000    0.000 _textattributes.py:29(_Attribute)
        1    0.000    0.000    0.000    0.000 _textattributes.py:87(_NormalAttr)
        1    0.000    0.000    0.000    0.000 _textattributes.py:97(_OtherAttr)
        1    0.000    0.000    0.000    0.000 _threadworker.py:18(ThreadWorker)
       10    0.000    0.000    0.011    0.001 _threadworker.py:28(__init__)
